pet_id,condition,color_type,length(m),X1,X2,breed_category,pet_category,issue_date_dt,listing_date_dt,date_diff,conditionnan,height(m),color_type_encode
ANSL_69252,0.3333333333333333,White,0.45,0.6842105263157895,1.0,0.0,2,2016-11-29,2017-05-31,0.02040562398905064,0.0,0.008666666666666668,0.4909090909090909
ANSL_58085,0.0,Calico,0.48,0.0,0.1111111111111111,1.0,1,2018-01-29,2018-05-02,0.00920741570237651,0.0,0.5675555555555556,0.36363636363636365
ANSL_63686,0.3333333333333333,Black,0.18,0.6842105263157895,1.0,0.0,1,2016-07-20,2016-10-10,0.007838745800671893,0.0,0.9788888888888889,0.4727272727272727
ANSL_66127,0.3333333333333333,Red,0.88,0.3684210526315789,0.1111111111111111,0.0,2,2016-03-20,2016-11-03,0.026004728132387706,0.0,0.9888888888888889,0.8909090909090909
ANSL_52366,0.3333333333333333,Black,0.93,0.0,0.7777777777777778,0.0,2,2009-01-06,2019-01-27,0.45464725643896975,0.0,0.2184444444444444,0.4727272727272727
ANSL_55607,0.6666666666666666,Brown Brindle,0.76,0.6842105263157895,1.0,1.0,2,2013-11-28,2017-12-28,0.18315291775538137,0.0,0.7553333333333334,0.7636363636363637
ANSL_72451,0.0,Black,0.96,0.0,0.1111111111111111,1.0,1,2018-08-23,2018-11-29,0.009829538384969517,0.0,0.42955555555555547,0.4727272727272727
ANSL_66055,0.3333333333333333,Brown Tabby,0.66,0.0,0.1111111111111111,0.0,1,2008-01-25,2016-08-15,0.38646261042677615,0.0,0.6891111111111111,0.18181818181818182
ANSL_50488,1.0,Brown,0.45,0.5789473684210527,0.4444444444444444,2.0,4,2018-01-07,2018-07-28,0.02276969018290407,1.0,0.2,0.9636363636363636
ANSL_68751,0.0,White,0.92,0.3684210526315789,0.1111111111111111,1.0,2,2018-03-14,2018-05-24,0.006470075898967276,0.0,0.9888888888888889,0.4909090909090909
ANSL_57387,0.0,Blue,0.31,0.6842105263157895,1.0,1.0,2,2014-11-22,2017-04-10,0.10588528057732985,0.0,0.9786666666666667,0.45454545454545453
ANSL_67782,0.6666666666666666,Black,0.51,0.6842105263157895,1.0,0.0,2,2012-08-02,2019-01-07,0.28990917008834144,0.0,0.9006666666666666,0.4727272727272727
ANSL_76397,0.3333333333333333,Black,0.8,0.0,0.7777777777777778,0.0,2,2018-04-11,2019-05-02,0.045663804902326736,0.0,0.7148888888888888,0.4727272727272727
ANSL_59210,0.0,Tortie,0.53,0.0,0.1111111111111111,1.0,1,2017-12-30,2018-04-25,0.012069180042304343,0.0,0.668,0.34545454545454546
ANSL_56018,0.3333333333333333,Gray,0.32,0.0,0.7777777777777778,0.0,2,2011-01-25,2017-03-10,0.27584919746173947,0.0,0.9760000000000001,0.9454545454545454
ANSL_53325,0.3333333333333333,Fawn,0.98,0.0,0.7777777777777778,0.0,2,2015-09-01,2016-09-23,0.04591265397536394,0.0,0.20044444444444443,0.7818181818181819
ANSL_52456,0.0,Tricolor,0.68,0.0,0.7777777777777778,1.0,2,2010-07-18,2018-02-18,0.34254074903570986,0.0,0.3851111111111111,0.8
ANSL_55113,0.3333333333333333,Buff,0.16,0.0,0.1111111111111111,0.0,2,2013-11-29,2016-12-28,0.13761353738957322,0.0,0.49311111111111117,0.8363636363636363
ANSL_73983,0.3333333333333333,White,0.6,0.6842105263157895,1.0,0.0,2,2005-10-04,2018-10-27,0.5912653975363942,0.0,0.9857777777777778,0.4909090909090909
ANSL_62164,0.0,Black,0.83,0.0,0.1111111111111111,1.0,2,2009-02-13,2017-12-14,0.3990294886151549,0.0,0.3853333333333333,0.4727272727272727
ANSL_53732,0.0,White,0.92,0.0,0.1111111111111111,1.0,1,2017-07-28,2019-03-27,0.07316162747293767,0.0,0.7248888888888888,0.4909090909090909
ANSL_69635,0.6666666666666666,White,0.16,0.0,0.7777777777777778,1.0,2,2017-05-26,2018-06-21,0.04628592758491975,0.0,0.9597777777777777,0.4909090909090909
ANSL_54000,1.0,White,0.03,0.6842105263157895,1.0,2.0,1,2018-01-14,2018-02-11,0.0011198208286674132,1.0,0.37555555555555553,0.4909090909090909
ANSL_66035,0.3333333333333333,Black,0.91,0.6842105263157895,1.0,0.0,2,2017-08-26,2018-11-15,0.053129277093442825,0.0,0.5608888888888889,0.4727272727272727
ANSL_50166,0.0,Torbie,0.73,0.0,0.1111111111111111,1.0,1,2018-07-06,2018-09-30,0.008336443946746298,0.0,0.2413333333333333,0.32727272727272727
ANSL_50330,1.0,Brown,0.73,0.0,0.6666666666666666,2.0,4,2017-07-27,2018-02-18,0.023267388328978473,1.0,0.07155555555555557,0.9636363636363636
ANSL_66446,0.3333333333333333,Orange Tabby,0.9,0.0,0.7777777777777778,0.0,1,2010-03-14,2017-04-10,0.3191489361702128,0.0,0.1751111111111111,0.05454545454545454
ANSL_51682,0.3333333333333333,Tricolor,0.88,0.0,0.7777777777777778,0.0,2,2017-06-08,2018-07-30,0.04952096553440338,0.0,0.8082222222222223,0.8
ANSL_56697,0.6666666666666666,Brown,0.65,0.6842105263157895,1.0,1.0,4,2014-10-31,2016-11-21,0.09120318526813488,0.0,0.29200000000000004,0.9636363636363636
ANSL_60819,0.0,Black,0.79,0.3684210526315789,0.1111111111111111,1.0,1,2015-10-23,2017-12-26,0.09655344033843474,0.0,0.1311111111111111,0.4727272727272727
ANSL_58673,1.0,Black,0.08,0.47368421052631576,0.2222222222222222,2.0,1,2017-12-29,2018-03-08,0.006221226825930073,1.0,0.5644444444444444,0.4727272727272727
ANSL_62458,0.0,Blue,0.05,0.0,0.1111111111111111,1.0,1,2018-04-17,2018-12-14,0.027622247107129527,0.0,0.8688888888888889,0.45454545454545453
ANSL_64552,0.0,Orange Tabby,0.52,0.8421052631578947,1.0,1.0,1,2016-10-23,2017-11-14,0.04578822943884534,0.0,0.18333333333333335,0.05454545454545454
ANSL_75413,0.3333333333333333,Black,0.62,0.0,0.1111111111111111,0.0,2,2018-11-29,2019-04-08,0.013811123553564763,0.0,0.6168888888888889,0.4727272727272727
ANSL_76141,0.3333333333333333,White,0.42,0.0,0.8888888888888888,0.0,2,2018-03-29,2019-04-26,0.046534776657956946,0.0,0.11955555555555555,0.4909090909090909
ANSL_60574,0.3333333333333333,Black,0.53,0.6842105263157895,1.0,0.0,1,2015-01-20,2018-04-09,0.14383476421550329,0.0,0.8426666666666667,0.4727272727272727
ANSL_55045,0.0,Black,0.07,0.8421052631578947,1.0,1.0,1,2015-03-06,2017-03-28,0.09132760980465347,0.0,0.04644444444444445,0.4727272727272727
ANSL_66680,0.0,Blue,0.41,0.0,0.1111111111111111,1.0,2,2016-08-24,2017-09-24,0.046908050267512755,0.0,0.6682222222222223,0.45454545454545453
ANSL_55030,0.6666666666666666,Sable,0.54,0.0,0.7777777777777778,0.0,2,2008-03-20,2017-07-23,0.4221724524076148,0.0,0.266888888888889,0.8727272727272727
ANSL_75554,0.0,White,0.19,0.6842105263157895,1.0,1.0,2,2017-03-04,2019-04-12,0.0933184023889511,0.0,0.5557777777777778,0.4909090909090909
ANSL_62016,1.0,Brown Tabby,0.44,0.9473684210526315,0.4444444444444444,2.0,1,2016-12-15,2019-01-07,0.09132760980465347,1.0,0.9928888888888889,0.18181818181818182
ANSL_69645,0.0,Tan,0.67,0.0,0.7777777777777778,1.0,2,2015-01-28,2018-02-28,0.13786238646261043,0.0,0.2306666666666667,0.7090909090909091
ANSL_52823,0.3333333333333333,Tan,0.7,0.0,0.7777777777777778,0.0,2,2014-03-13,2017-12-31,0.17046161503048401,0.0,0.1673333333333333,0.7090909090909091
ANSL_76493,0.3333333333333333,Brown,0.8,0.0,0.1111111111111111,0.0,2,2017-04-07,2019-05-03,0.09170088341420929,0.0,0.536,0.9636363636363636
ANSL_52483,0.6666666666666666,Brown Tabby,0.33,0.9473684210526315,0.4444444444444444,0.0,1,2016-07-16,2016-10-15,0.008958566629339306,0.0,0.9231111111111111,0.18181818181818182
ANSL_56705,0.0,Tan,0.09,0.0,0.1111111111111111,1.0,2,2016-10-29,2017-11-24,0.04628592758491975,0.0,0.34911111111111115,0.7090909090909091
ANSL_71550,0.3333333333333333,White,0.62,0.3684210526315789,0.1111111111111111,0.0,1,2016-08-03,2016-10-29,0.0084608684832649,0.0,0.6808888888888889,0.4909090909090909
ANSL_74451,0.3333333333333333,Black,0.83,0.0,0.7777777777777778,0.0,1,2016-06-21,2018-06-12,0.08734602463605823,0.0,0.288,0.4727272727272727
ANSL_54362,0.0,Black,0.04,0.0,0.1111111111111111,1.0,2,2016-12-09,2017-11-03,0.038571606320766456,0.0,0.8504444444444443,0.4727272727272727
ANSL_55262,0.3333333333333333,Orange Tabby,0.38,0.8421052631578947,1.0,0.0,1,2016-07-03,2017-07-28,0.046161503048401144,0.0,0.6033333333333334,0.05454545454545454
ANSL_52281,0.0,Blue,0.1,0.0,0.1111111111111111,1.0,2,2016-04-08,2018-05-09,0.09232300609680229,0.0,0.8722222222222222,0.45454545454545453
ANSL_50293,0.6666666666666666,Brown Tabby,0.73,0.47368421052631576,0.2222222222222222,0.0,1,2016-11-18,2017-02-21,0.009456264775413711,0.0,0.676,0.18181818181818182
ANSL_63670,0.0,Brown Tabby,0.31,0.0,0.1111111111111111,1.0,1,2010-09-15,2019-03-31,0.38571606320766455,0.0,0.979111111111111,0.18181818181818182
ANSL_54345,0.0,Tricolor,0.3,0.0,0.7777777777777778,1.0,2,2014-01-03,2019-01-27,0.2278213263655593,0.0,0.41955555555555557,0.8
ANSL_54467,1.0,Red,0.49,0.7894736842105263,0.4444444444444444,2.0,4,2016-01-07,2018-01-29,0.09132760980465347,1.0,0.7728888888888888,0.8909090909090909
ANSL_63117,0.3333333333333333,Black,0.24,0.0,0.7777777777777778,0.0,1,2015-02-07,2018-02-28,0.1366181410974244,0.0,0.7893333333333333,0.4727272727272727
ANSL_75526,0.6666666666666666,Black,0.79,0.0,0.3333333333333333,0.0,1,2016-03-18,2019-04-11,0.1368669901704616,0.0,0.7635555555555555,0.4727272727272727
ANSL_58969,1.0,Brown Tabby,0.17,0.6842105263157895,1.0,2.0,1,2016-11-20,2016-12-16,0.0008709717556302103,1.0,0.6133333333333334,0.18181818181818182
ANSL_61988,0.6666666666666666,Buff,0.27,0.9473684210526315,0.4444444444444444,0.0,1,2010-05-05,2018-05-25,0.36369292024387206,0.0,0.6177777777777779,0.8363636363636363
ANSL_69265,0.3333333333333333,Blue Tick,0.58,0.0,0.1111111111111111,0.0,2,2016-02-02,2018-03-17,0.09394052507154411,0.0,0.776888888888889,0.5818181818181818
ANSL_76161,0.0,Black,0.18,0.0,0.7777777777777778,1.0,2,2011-04-05,2019-04-27,0.3639417693169093,0.0,0.9568888888888889,0.4727272727272727
ANSL_72371,0.0,White,0.01,0.0,0.1111111111111111,1.0,2,2017-07-12,2018-08-05,0.046037078511882545,0.0,0.5775555555555556,0.4909090909090909
ANSL_62897,0.0,Brown,0.56,0.3684210526315789,0.1111111111111111,1.0,2,2015-09-22,2018-09-07,0.13213885778275475,0.0,0.25666666666666665,0.9636363636363636
ANSL_60626,0.0,Orange Tabby,0.46,0.0,0.1111111111111111,1.0,1,2018-08-19,2018-11-17,0.008834142092820704,0.0,0.5073333333333333,0.05454545454545454
ANSL_55226,0.3333333333333333,Brown,0.45,0.0,0.1111111111111111,0.0,2,2014-09-23,2017-11-04,0.13923105636431504,0.0,0.6833333333333333,0.9636363636363636
ANSL_75066,1.0,Red,0.15,0.631578947368421,0.1111111111111111,2.0,0,2018-03-01,2018-09-20,0.02289411471942267,1.0,0.7051111111111111,0.8909090909090909
ANSL_58763,0.6666666666666666,Tricolor,0.64,0.6842105263157895,1.0,1.0,2,2016-11-29,2018-12-24,0.09157645887769068,0.0,0.682,0.8
ANSL_63362,0.3333333333333333,Orange Tabby,0.3,0.0,0.1111111111111111,0.0,1,2016-03-19,2018-04-26,0.0931939778524325,0.0,0.5375555555555556,0.05454545454545454
ANSL_60528,0.3333333333333333,Orange Tabby,0.32,0.8421052631578947,1.0,0.0,1,2014-10-27,2017-11-18,0.13674256563394302,0.0,0.7904444444444445,0.05454545454545454
ANSL_66119,0.3333333333333333,Black,0.1,0.0,0.7777777777777778,0.0,2,2015-03-02,2018-04-05,0.13823566007216623,0.0,0.047111111111111104,0.4727272727272727
ANSL_73664,0.3333333333333333,Black,0.0,0.3684210526315789,0.1111111111111111,0.0,2,2017-10-04,2018-12-02,0.05039193729003359,0.0,0.6217777777777778,0.4727272727272727
ANSL_58286,0.0,Blue,0.01,0.0,0.1111111111111111,1.0,1,2015-10-01,2018-11-11,0.13910663182779645,0.0,0.8595555555555556,0.45454545454545453
ANSL_54029,0.0,Torbie,0.89,0.0,0.1111111111111111,1.0,1,2016-07-29,2018-09-20,0.09506034590021152,0.0,0.16999999999999998,0.32727272727272727
ANSL_73990,0.3333333333333333,White,0.46,0.0,0.1111111111111111,0.0,1,2016-07-02,2016-11-28,0.01617518974741819,0.0,0.31955555555555554,0.4909090909090909
ANSL_54886,0.0,Brown Tabby,0.91,0.0,0.1111111111111111,1.0,1,2018-01-30,2019-03-06,0.04740574841358716,0.0,0.8975555555555557,0.18181818181818182
ANSL_75713,0.6666666666666666,Brown Tabby,0.43,0.8947368421052632,1.0,1.0,1,2018-03-22,2019-04-16,0.046161503048401144,0.0,0.9897777777777778,0.18181818181818182
ANSL_61116,0.0,Brown Tabby,0.67,0.0,0.1111111111111111,1.0,1,2016-11-10,2017-02-18,0.010078387458006719,0.0,0.8355555555555555,0.18181818181818182
ANSL_60330,0.3333333333333333,Black,0.93,0.0,0.1111111111111111,0.0,2,2017-09-05,2017-12-11,0.009705113848450915,0.0,0.3337777777777778,0.4727272727272727
ANSL_72100,0.0,Tan,0.0,0.0,0.7777777777777778,1.0,2,2017-06-09,2018-07-03,0.046037078511882545,0.0,0.3822222222222222,0.7090909090909091
ANSL_66412,0.0,Orange,0.41,0.0,0.1111111111111111,1.0,1,2017-01-27,2019-03-03,0.0928207042428767,0.0,0.03266666666666664,0.38181818181818183
ANSL_70858,0.3333333333333333,Black,0.02,0.8947368421052632,1.0,0.0,1,2017-07-30,2018-08-24,0.046161503048401144,0.0,0.6931111111111111,0.4727272727272727
ANSL_73513,0.0,Torbie,0.44,0.0,0.1111111111111111,1.0,1,2016-11-24,2017-02-25,0.00920741570237651,0.0,0.4544444444444445,0.32727272727272727
ANSL_70120,0.3333333333333333,Tan,0.21,0.0,0.7777777777777778,0.0,2,2014-06-24,2018-01-19,0.16000995396292148,0.0,0.5893333333333333,0.7090909090909091
ANSL_71504,0.0,Blue Tabby,0.11,0.0,0.1111111111111111,1.0,1,2016-07-04,2016-11-25,0.015553067064825184,0.0,0.839111111111111,0.16363636363636364
ANSL_71993,0.0,Chocolate,0.84,0.0,0.7777777777777778,1.0,2,2012-07-21,2017-08-05,0.22670150553689186,0.0,0.39955555555555555,0.6909090909090909
ANSL_69762,0.0,Black,0.09,0.0,0.1111111111111111,1.0,1,2013-12-27,2018-10-05,0.21450790095806893,0.0,0.08577777777777777,0.4727272727272727
ANSL_59393,0.3333333333333333,Orange Tabby,0.06,0.0,0.1111111111111111,0.0,1,2018-07-19,2018-12-23,0.017170586039567004,0.0,0.23244444444444445,0.05454545454545454
ANSL_76646,0.6666666666666666,White,0.61,0.0,0.7777777777777778,0.0,2,2018-09-24,2019-05-08,0.025755879059350503,0.0,0.45488888888888884,0.4909090909090909
ANSL_66359,0.6666666666666666,Orange Tabby,0.81,0.9473684210526315,0.4444444444444444,0.0,1,2015-01-16,2017-02-07,0.09132760980465347,0.0,0.8295555555555556,0.05454545454545454
ANSL_67558,0.3333333333333333,Chocolate,0.14,0.0,0.7777777777777778,0.0,2,2010-10-02,2018-10-22,0.36369292024387206,0.0,0.89,0.6909090909090909
ANSL_52564,0.6666666666666666,Black,0.05,0.6842105263157895,1.0,1.0,1,2009-06-01,2017-06-26,0.3643150429264651,0.0,0.5877777777777778,0.4727272727272727
ANSL_63471,0.6666666666666666,Brown Tabby,0.82,0.47368421052631576,0.2222222222222222,1.0,1,2007-02-19,2017-03-10,0.4545228319024512,0.0,0.2804444444444445,0.18181818181818182
ANSL_50012,0.3333333333333333,Black,0.81,0.0,0.1111111111111111,0.0,1,2016-09-04,2017-01-23,0.01517979345526938,0.0,0.534,0.4727272727272727
ANSL_54755,0.0,White,0.76,0.0,0.1111111111111111,1.0,2,2015-04-12,2018-09-07,0.1524200572352868,0.0,0.9122222222222223,0.4909090909090909
ANSL_69874,0.3333333333333333,Black,0.92,0.0,0.1111111111111111,0.0,1,2016-09-16,2018-10-11,0.09157645887769068,0.0,0.13755555555555554,0.4727272727272727
ANSL_52815,1.0,Calico,0.99,0.6842105263157895,1.0,2.0,1,2016-11-17,2016-12-10,0.0004976981460744059,1.0,0.8717777777777779,0.36363636363636365
ANSL_63690,1.0,Red,0.16,0.7894736842105263,0.4444444444444444,2.0,4,2016-09-18,2018-10-10,0.09120318526813488,1.0,0.07599999999999998,0.8909090909090909
ANSL_74184,0.6666666666666666,Black Tabby,0.33,0.6842105263157895,1.0,0.0,1,2017-09-17,2017-10-31,0.0031106134129650367,0.0,0.6342222222222221,0.2727272727272727
ANSL_68874,0.6666666666666666,Black,0.95,0.6842105263157895,1.0,1.0,1,2016-11-16,2017-04-02,0.014682095309194973,0.0,0.8677777777777778,0.4727272727272727
ANSL_64736,0.6666666666666666,Red,0.17,0.7894736842105263,0.4444444444444444,1.0,4,2014-08-13,2017-09-03,0.1366181410974244,0.0,0.6264444444444444,0.8909090909090909
ANSL_60337,0.3333333333333333,Tan,0.14,0.6842105263157895,1.0,0.0,2,2016-09-13,2016-12-17,0.009456264775413711,0.0,0.28555555555555556,0.7090909090909091
ANSL_65602,0.6666666666666666,Brown Tabby,0.37,0.0,0.1111111111111111,0.0,1,2017-10-11,2018-01-04,0.008212019410227697,0.0,0.2733333333333333,0.18181818181818182
ANSL_66640,0.3333333333333333,Black Brindle,0.41,0.0,0.1111111111111111,0.0,2,2016-09-06,2016-12-16,0.01020281199452532,0.0,0.4368888888888889,0.6363636363636364
ANSL_55016,0.3333333333333333,Cream Tabby,0.52,0.0,0.1111111111111111,0.0,1,2016-04-04,2017-04-28,0.046037078511882545,0.0,0.02777777777777777,0.07272727272727272
ANSL_74939,0.3333333333333333,White,0.91,0.0,0.7777777777777778,0.0,2,2016-03-24,2017-11-13,0.07216623118078885,0.0,0.4291111111111111,0.4909090909090909
ANSL_54794,0.0,Blue Tabby,0.69,0.0,0.1111111111111111,1.0,1,2017-09-06,2017-12-04,0.008709717556302102,0.0,0.8344444444444444,0.16363636363636364
ANSL_66067,0.0,Black,0.04,0.0,0.7777777777777778,1.0,2,2011-12-03,2016-12-23,0.2274480527560035,0.0,0.008888888888888896,0.4727272727272727
ANSL_67472,0.3333333333333333,Orange Tabby,0.03,0.0,0.1111111111111111,0.0,1,2016-07-10,2016-10-06,0.008585293019783502,0.0,0.06933333333333332,0.05454545454545454
ANSL_61924,0.0,Tan,0.18,0.0,0.1111111111111111,1.0,2,2017-11-17,2018-06-19,0.024262784621127288,0.0,0.48155555555555557,0.7090909090909091
ANSL_57027,0.0,Torbie,0.04,0.0,0.1111111111111111,1.0,1,2018-11-07,2019-02-09,0.00933184023889511,0.0,0.19666666666666663,0.32727272727272727
ANSL_63245,0.3333333333333333,Black,0.08,0.0,0.7777777777777778,0.0,2,2014-03-23,2018-04-13,0.18203309692671396,0.0,0.5477777777777778,0.4727272727272727
ANSL_67439,0.6666666666666666,White,0.2,0.6842105263157895,1.0,0.0,2,2018-06-23,2019-01-16,0.023391812865497075,0.0,0.6020000000000001,0.4909090909090909
ANSL_61569,0.6666666666666666,Black,0.15,0.0,0.7777777777777778,0.0,2,2015-10-22,2017-05-21,0.06942889137737962,0.0,0.5873333333333334,0.4727272727272727
ANSL_66720,0.3333333333333333,Brown Brindle,0.63,0.0,0.1111111111111111,0.0,2,2017-10-26,2018-12-14,0.04914769192484758,0.0,0.39622222222222225,0.7636363636363637
ANSL_69437,0.3333333333333333,Blue,0.9,0.3684210526315789,0.1111111111111111,0.0,1,2017-07-16,2018-01-09,0.019659076769939034,0.0,0.44355555555555554,0.45454545454545453
ANSL_65204,0.6666666666666666,Black,0.81,0.6842105263157895,1.0,0.0,1,2016-07-21,2016-09-17,0.0048525569242254575,0.0,0.8475555555555556,0.4727272727272727
ANSL_60534,0.0,Gold,0.36,0.0,0.1111111111111111,1.0,2,2017-07-13,2018-03-05,0.026875699888017916,0.0,0.23222222222222222,0.5272727272727272
ANSL_71253,0.0,Brown Tabby,0.49,0.6842105263157895,1.0,1.0,1,2016-12-19,2018-06-12,0.06482518352619136,0.0,0.061777777777777786,0.18181818181818182
ANSL_61331,0.6666666666666666,Black,0.27,0.6842105263157895,1.0,0.0,1,2018-06-07,2018-07-28,0.003981585168595247,0.0,0.1675555555555555,0.4727272727272727
ANSL_59868,1.0,Brown,0.97,0.0,0.3333333333333333,2.0,4,2016-02-04,2018-04-29,0.09904193106880677,1.0,0.9153333333333333,0.9636363636363636
ANSL_64532,0.6666666666666666,Calico Point,0.53,0.47368421052631576,0.5555555555555556,1.0,1,2017-06-30,2017-10-11,0.010451661067562523,0.0,0.33955555555555555,0.2909090909090909
ANSL_59797,0.3333333333333333,White,0.4,0.0,0.7777777777777778,0.0,2,2011-12-28,2019-01-18,0.3184023889511012,0.0,0.9426666666666667,0.4909090909090909
ANSL_50355,0.3333333333333333,Blue Merle,0.04,0.0,0.7777777777777778,0.0,2,2014-05-21,2017-06-11,0.1366181410974244,0.0,0.8939999999999999,0.7454545454545455
ANSL_61861,0.0,Brown Tabby,0.77,0.0,0.7777777777777778,1.0,1,2006-03-04,2019-04-01,0.5918875202189872,0.0,0.49755555555555564,0.18181818181818182
ANSL_75174,0.0,Blue,0.19,0.6842105263157895,1.0,1.0,1,2018-06-20,2018-10-16,0.012318029115341545,0.0,0.4688888888888889,0.45454545454545453
ANSL_65618,0.3333333333333333,Blue Merle,0.5,0.0,0.7777777777777778,0.0,2,2012-11-29,2018-03-04,0.23665546845837998,0.0,0.16044444444444445,0.7454545454545455
ANSL_71574,0.0,Brown Brindle,0.9,0.0,0.1111111111111111,1.0,2,2016-04-09,2018-06-01,0.09506034590021152,0.0,0.9613333333333333,0.7636363636363637
ANSL_61677,0.3333333333333333,Blue Tabby,0.3,0.3684210526315789,0.1111111111111111,0.0,1,2018-06-26,2018-10-29,0.013189000870971756,0.0,0.5860000000000001,0.16363636363636364
ANSL_60315,0.0,Blue Tabby,0.91,0.0,0.1111111111111111,1.0,1,2017-07-13,2018-09-24,0.05213388080129402,0.0,0.5102222222222222,0.16363636363636364
ANSL_58968,0.0,Tortie,1.0,0.0,0.1111111111111111,1.0,1,2016-08-22,2016-11-22,0.009082991165857908,0.0,0.506,0.34545454545454546
ANSL_75417,0.3333333333333333,Tan,0.53,0.3684210526315789,0.1111111111111111,0.0,2,2019-01-23,2019-04-08,0.0069677740450416826,0.0,0.38888888888888884,0.7090909090909091
ANSL_67786,0.0,White,0.49,0.6842105263157895,1.0,1.0,2,2012-06-25,2016-07-23,0.18290406868234416,0.0,0.308,0.4909090909090909
ANSL_64363,0.6666666666666666,Black,0.48,0.10526315789473684,0.4444444444444444,0.0,1,2016-11-22,2018-12-12,0.09095433619509767,0.0,0.1662222222222222,0.4727272727272727
ANSL_69159,0.0,White,0.73,0.0,0.7777777777777778,1.0,2,2011-11-11,2016-12-04,0.2278213263655593,0.0,0.09333333333333332,0.4909090909090909
ANSL_64748,0.0,White,0.21,0.0,0.7777777777777778,1.0,2,2016-09-18,2017-10-09,0.045663804902326736,0.0,0.9466666666666667,0.4909090909090909
ANSL_59733,0.6666666666666666,Black,0.91,0.6842105263157895,1.0,1.0,2,2017-09-06,2018-10-01,0.046161503048401144,0.0,0.8204444444444445,0.4727272727272727
ANSL_66903,0.0,Black,0.69,0.0,0.7777777777777778,1.0,2,2013-07-31,2016-08-22,0.13674256563394302,0.0,0.8206666666666667,0.4727272727272727
ANSL_70167,0.0,Orange Tabby,0.06,0.3684210526315789,0.1111111111111111,1.0,1,2016-02-17,2017-07-07,0.060594749284558914,0.0,0.6433333333333334,0.05454545454545454
ANSL_60808,0.3333333333333333,Brown Tabby,0.37,0.0,0.1111111111111111,0.0,1,2016-10-04,2017-01-27,0.011944755505785741,0.0,0.4726666666666667,0.18181818181818182
ANSL_50064,0.3333333333333333,Orange Tabby,0.47,0.0,0.7777777777777778,0.0,1,2018-01-05,2019-01-27,0.04578822943884534,0.0,0.05755555555555554,0.05454545454545454
ANSL_73811,0.3333333333333333,Brown Tabby,0.88,0.0,0.1111111111111111,0.0,1,2016-10-24,2017-02-07,0.010824934677118328,0.0,0.8786666666666667,0.18181818181818182
ANSL_71122,0.3333333333333333,Black,0.09,0.0,0.7777777777777778,0.0,2,2016-01-11,2018-02-13,0.09269627970635809,0.0,0.5491111111111112,0.4727272727272727
ANSL_57006,0.3333333333333333,Tan,0.87,0.0,0.1111111111111111,0.0,2,2016-02-03,2018-03-29,0.09530919497324873,0.0,0.34800000000000003,0.7090909090909091
ANSL_59199,0.3333333333333333,Orange Tabby,0.66,0.3684210526315789,0.1111111111111111,0.0,1,2018-01-12,2018-06-01,0.015055368918750778,0.0,0.4208888888888889,0.05454545454545454
